Mooring Name,Latitude,Longitude,Date,Time,xCO2  SW (wet) (umol/mol),CO2 SW QF,H2O SW (mmol/mol),xCO2  Air (wet) (umol/mol),CO2 Air QF,H2O Air (mmol/mol),Licor Atm Pressure  (hPa),Licor Temp (C),MAPCO2 %O2,SST (C),Salinity,xCO2  SW (dry) (umol/mol),xCO2  Air (dry) (umol/mol),fCO2  SW (sat) uatm,fCO2  Air (sat) uatm,dfCO2,pCO2 SW (sat) uatm,pCO2 Air (sat) uatm,dpCO2,     pH_SW (Total Scale),QF_pH
NH10,44.648,-124.298,10/12/2014,23:17,350.8,2,2.54,405.5,2,2.27,1020.5,18.7,100.32,-999,-999,351.7,406.4,-999,-999,-999,-999,-999,-999,-999,5
NH10,44.648,-124.298,10/12/2014,23:47,346.4,2,2.31,402.2,2,2.08,1020.1,19.2,100.75,-999,-999,347.2,403.1,-999,-999,-999,-999,-999,-999,-999,5
NH10,44.648,-124.298,10/13/2014,0:17,351.2,2,2.26,404.7,2,2.03,1019.8,19.6,100.98,16.7,31.928,352,405.5,346.5,399.2,-52.7,347.7,400.6,-52.9,-999,5
NH10,44.648,-124.298,10/13/2014,0:47,343.7,2,2.27,402,2,2.06,1019.4,19.9,101.25,16.7,31.928,344.5,402.9,339,396.5,-57.5,340.2,397.9,-57.7,-999,5
NH10,44.648,-124.298,10/13/2014,1:17,351.2,2,2.25,405.3,2,2.04,1019,20,101.47,16.7,31.928,352,406.1,346.3,399.6,-53.3,347.5,401,-53.4,-999,5
NH10,44.648,-124.298,10/13/2014,1:47,346.2,2,2.23,404.8,2,2,1018.8,20,101.6,-999,-999,347,405.6,-999,-999,-999,-999,-999,-999,-999,5
NH10,44.648,-124.298,10/13/2014,2:17,344.1,2,2.23,403.9,2,2.01,1018.6,19.8,101.69,-999,-999,344.9,404.7,-999,-999,-999,-999,-999,-999,-999,5
NH10,44.648,-124.298,10/13/2014,3:17,338.1,2,2.95,402.8,2,2.72,1018.6,18.7,101.83,16.434,31.923,339.1,403.9,333.5,397.3,-63.8,334.7,398.7,-64,-999,5
NH10,44.648,-124.298,10/13/2014,6:17,347.2,2,3.29,411.3,2,3.08,1016.3,17.2,101.85,16.349,31.923,348.4,412.6,341.9,405,-63,343.1,406.4,-63.3,-999,5
NH10,44.648,-124.298,10/13/2014,9:17,338.6,2,3.2,409.3,2,2.99,1014.1,16.6,101.9,15.953,31.967,339.7,410.5,332.8,402.2,-69.4,334,403.7,-69.7,-999,5
NH10,44.648,-124.298,10/13/2014,12:17,341.1,2,3.11,417.4,2,2.91,1011.4,16.4,102.06,15.957,31.967,342.1,418.6,334.3,409,-74.7,335.5,410.5,-75,-999,5
NH10,44.648,-124.298,10/13/2014,15:17,339.6,2,3.28,410,2,3,1011.4,16.1,102.08,15.927,31.975,340.7,411.2,332.9,401.8,-68.9,334.1,403.2,-69.1,-999,5
NH10,44.648,-124.298,10/13/2014,18:17,406.1,2,3.38,415,2,3.1,1011,16.6,100.1,15.699,31.99,407.5,416.2,398.1,406.7,-8.5,399.5,408.1,-8.6,-999,5
NH10,44.648,-124.298,10/13/2014,21:17,394.1,2,3.4,403.9,2,3.02,1009.8,16.7,99.98,15.729,32.014,395.4,405.1,385.9,395.3,-9.5,387.2,396.8,-9.5,-999,5
NH10,44.648,-124.298,10/14/2014,0:17,384.6,2,3.23,398.2,2,2.82,1008.4,16.6,99.97,15.63,32.016,385.8,399.4,376,389.2,-13.2,377.3,390.6,-13.2,-999,5
NH10,44.648,-124.298,10/14/2014,3:17,387.4,2,3.39,399,2,2.95,1007.9,16.7,99.97,15.761,31.945,388.7,400.1,378.6,389.7,-11.1,379.9,391.1,-11.2,-999,5
NH10,44.648,-124.298,10/14/2014,6:17,361.4,2,3.23,398.9,2,2.83,1010.6,16.6,99.97,15.649,31.919,362.5,400.1,354.1,390.7,-36.7,355.3,392.1,-36.8,-999,5
NH10,44.648,-124.298,10/14/2014,9:17,355.3,2,3.07,400.8,2,2.69,1010.5,16.4,99.87,15.48,31.913,356.4,401.9,348.1,392.5,-44.5,349.3,393.9,-44.6,-999,5
NH10,44.648,-124.298,10/14/2014,12:17,394.9,2,3.29,405.1,2,2.93,1009.9,16.3,99.98,15.639,31.926,396.2,406.3,386.7,396.5,-9.8,388.1,397.9,-9.9,-999,5
NH10,44.648,-124.298,10/14/2014,15:17,392.8,2,3.34,403.8,2,2.99,1009.9,16.5,99.98,15.648,31.948,394.1,405,384.6,395.2,-10.6,386,396.6,-10.6,-999,5
NH10,44.648,-124.298,10/14/2014,18:17,390.3,2,3.41,409,2,3.08,1007.8,16.4,100.04,15.356,32.017,391.7,410.2,381.6,399.7,-18.1,383,401.1,-18.1,-999,5
NH10,44.648,-124.298,10/14/2014,21:17,342.5,2,3.37,407,2,3.04,1005.1,16.2,100.55,15.207,31.999,343.7,408.2,334,396.7,-62.7,335.2,398.1,-63,-999,5
NH10,44.648,-124.298,10/14/2014,23:17,348.8,2,3.16,405.6,2,2.86,1003.1,16.3,100.85,-999,-999,349.9,406.8,-999,-999,-999,-999,-999,-999,-999,5
NH10,44.648,-124.298,10/14/2014,23:47,347.7,2,2.13,404.7,2,1.82,1002.7,16.8,101.11,-999,-999,348.4,405.4,-999,-999,-999,-999,-999,-999,-999,5
NH10,44.648,-124.298,10/15/2014,0:17,345.9,2,2.04,404.9,2,1.71,1002.4,17,101.3,15.422,31.954,346.7,405.6,335.9,393,-57.1,337,394.4,-57.3,-999,5
NH10,44.648,-124.298,10/15/2014,0:47,344.2,2,1.88,404.7,2,1.57,1001.9,17.2,101.53,15.422,31.954,344.8,405.4,333.9,392.5,-58.6,335.1,393.9,-58.9,-999,5
NH10,44.648,-124.298,10/15/2014,1:17,344,2,1.93,404.6,2,1.61,1001.7,17.3,101.6,15.422,31.954,344.6,405.3,333.6,392.4,-58.7,334.8,393.8,-58.9,-999,5
NH10,44.648,-124.298,10/15/2014,1:47,344.7,2,1.93,405.5,2,1.61,1001.2,17.4,101.73,-999,-999,345.3,406.2,-999,-999,-999,-999,-999,-999,-999,5
NH10,44.648,-124.298,10/15/2014,2:17,344.4,2,1.9,405.9,2,1.59,1001,17.4,101.82,-999,-999,345.1,406.6,-999,-999,-999,-999,-999,-999,-999,5
NH10,44.648,-124.298,10/15/2014,2:47,349.2,2,1.85,404.7,2,1.53,1001.1,17.5,101.59,-999,-999,349.8,405.4,-999,-999,-999,-999,-999,-999,-999,5
NH10,44.648,-124.298,10/15/2014,3:17,379.8,2,1.77,403.6,2,1.41,1001.2,17.5,100.48,15.436,31.942,380.5,404.1,368.2,391.1,-22.9,369.5,392.5,-23,-999,5
NH10,44.648,-124.298,10/15/2014,6:17,392.8,2,3.11,403.8,2,2.74,999.9,16.3,100.02,15.312,31.978,394,404.9,380.8,391.3,-10.5,382.2,392.7,-10.5,-999,5
NH10,44.648,-124.298,10/15/2014,9:17,384.5,2,3,400.4,2,2.62,999.6,16,100.03,14.398,32.151,385.7,401.5,373,388.3,-15.3,374.3,389.7,-15.4,-999,5
NH10,44.648,-124.298,10/15/2014,12:17,380.9,2,3.05,400.4,2,2.68,1000.5,15.5,100.03,14.507,32.049,382,401.5,369.8,388.6,-18.8,371.1,390,-18.9,-999,5
NH10,44.648,-124.298,10/15/2014,15:17,381.5,2,2.9,400,2,2.54,1004.7,15.4,99.91,14.444,32.067,382.6,401,371.9,389.9,-17.9,373.3,391.3,-18,-999,5
NH10,44.648,-124.298,10/15/2014,18:17,400.3,2,3.37,400.9,2,3.01,1008.5,15.3,99.97,14.419,32.051,401.6,402.1,391.9,392.4,-0.5,393.4,393.8,-0.5,-999,5
NH10,44.648,-124.298,10/15/2014,21:17,385.7,2,3.04,400.6,2,2.67,1011.1,15.4,99.93,14.388,32.07,386.9,401.7,378.6,393,-14.5,380,394.5,-14.5,-999,5
NH10,44.648,-124.298,10/16/2014,0:17,371.5,2,2.96,400.6,2,2.59,1013.2,15.4,100.01,14.614,32.139,372.6,401.7,365.2,393.7,-28.5,366.6,395.2,-28.6,-999,5
NH10,44.648,-124.298,10/16/2014,3:17,378.6,2,3.01,400,2,2.65,1014.4,15.7,99.92,14.706,32.198,379.7,401,372.6,393.5,-20.9,374,395,-21,-999,5
NH10,44.648,-124.298,10/16/2014,6:17,384.8,2,2.99,402.2,2,2.62,1015.3,15.5,99.89,14.819,32.128,386,403.2,379.1,396,-16.9,380.5,397.5,-17,-999,5
NH10,44.648,-124.298,10/16/2014,9:17,392.7,2,3.08,404.6,2,2.75,1015.5,15.8,99.99,15.221,32.011,394,405.7,386.8,398.4,-11.6,388.2,399.8,-11.6,-999,5
NH10,44.648,-124.298,10/16/2014,12:17,399.7,2,3.06,405.9,2,2.75,1014.4,15.7,99.94,14.5,32.187,400.9,407,393.6,399.5,-6,395,401,-6,-999,5
NH10,44.648,-124.298,10/16/2014,15:17,376.5,2,2.98,407,2,2.69,1014.2,15.4,99.88,14.848,32.157,377.6,408.1,370.5,400.3,-29.9,371.8,401.8,-30,-999,5
NH10,44.648,-124.298,10/16/2014,18:17,382.7,2,3.33,405.3,2,3,1014.4,15.7,100.02,14.981,32.161,384,406.5,376.7,398.8,-22.1,378.1,400.3,-22.2,-999,5
NH10,44.648,-124.298,10/16/2014,21:17,387.5,2,3.34,401.7,2,3.01,1012.3,15.9,99.97,15.21,32.107,388.8,403,380.5,394.4,-13.9,381.9,395.8,-13.9,-999,5
NH10,44.648,-124.298,10/17/2014,0:17,363,2,3.37,401.1,2,3.05,1011.2,16.2,100.13,15.773,32.012,364.3,402.3,355.9,393.1,-37.2,357.2,394.5,-37.3,-999,5
NH10,44.648,-124.298,10/17/2014,3:17,391.3,2,3.4,401.1,2,3.09,1009.7,16.5,99.97,15.897,31.97,392.7,402.3,383,392.5,-9.4,384.4,393.9,-9.5,-999,5
NH10,44.648,-124.298,10/17/2014,6:17,397.3,2,3.34,404.4,2,3.02,1008.5,16.6,99.97,15.496,31.966,398.6,405.7,388.6,395.4,-6.9,390,396.9,-6.9,-999,5
NH10,44.648,-124.298,10/17/2014,9:17,397.8,2,3.32,412.7,2,3.01,1008,16.3,99.96,15.294,32.046,399.1,413.9,388.9,403.4,-14.5,390.3,404.8,-14.5,-999,5
NH10,44.648,-124.298,10/17/2014,12:17,404.6,2,3.29,411.8,2,2.97,1006,16.1,99.95,15.229,32.106,406,413.1,394.8,401.7,-6.9,396.2,403.2,-6.9,-999,5
NH10,44.648,-124.298,10/17/2014,15:17,407.8,2,3.37,409.3,2,3.04,1005,16.1,99.91,15.366,32.079,409.1,410.6,397.5,398.9,-1.4,398.9,400.3,-1.4,-999,5
NH10,44.648,-124.298,10/17/2014,18:17,401.2,2,3.18,407.7,2,2.84,1006.2,16.2,99.89,15.349,32.075,402.5,408.8,391.5,397.7,-6.1,392.9,399.1,-6.2,-999,5
NH10,44.648,-124.298,10/17/2014,21:17,399.8,2,3.28,406,2,2.91,1006.8,16.3,99.91,15.314,32.081,401.1,407.2,390.4,396.3,-5.9,391.8,397.8,-6,-999,5
NH10,44.648,-124.298,10/18/2014,0:17,400.6,2,3.28,402.6,2,2.9,1008.3,16.3,99.89,15.397,32.059,401.9,403.8,391.8,393.5,-1.8,393.2,395,-1.8,-999,5
NH10,44.648,-124.298,10/18/2014,3:17,398.2,2,3.35,401,2,2.94,1008.2,16.4,99.68,15.407,32.061,399.6,402.2,389.4,392,-2.6,390.8,393.4,-2.6,-999,5
NH10,44.648,-124.298,10/18/2014,6:17,392.3,2,3.31,400,2,2.9,1010.9,16.4,99.83,15.437,32.073,393.6,401.1,384.6,392,-7.3,386,393.4,-7.4,-999,5
NH10,44.648,-124.298,10/18/2014,9:17,395.1,2,3.36,401,2,2.94,1012.4,16.5,99.89,15.335,32.17,396.4,402.2,388,393.7,-5.6,389.4,395.1,-5.7,-999,5
NH10,44.648,-124.298,10/18/2014,12:17,395.6,2,3.28,401,2,2.89,1012.8,16.4,99.88,15.133,32.288,396.9,402.2,388.7,393.8,-5.2,390.1,395.3,-5.2,-999,5
NH10,44.648,-124.298,10/18/2014,15:17,393.5,2,3.29,402.4,2,2.9,1013.6,16.3,99.82,15.339,32.26,394.8,403.6,386.9,395.5,-8.6,388.3,396.9,-8.6,-999,5
NH10,44.648,-124.298,10/18/2014,18:17,390.8,2,3.34,405.2,2,2.94,1014,16.4,99.83,15.438,32.109,392.1,406.4,384.4,398.4,-14,385.8,399.8,-14,-999,5
NH10,44.648,-124.298,10/18/2014,21:17,390.2,2,3.58,407.5,2,3.13,1013.2,16.6,99.88,15.484,32.082,391.6,408.8,383.5,400.4,-16.8,384.9,401.8,-16.9,-999,5
NH10,44.648,-124.298,10/19/2014,0:17,352.8,2,3.57,404.6,2,3.19,1012.1,16.7,100.11,15.537,32.177,354.1,405.9,346.4,397.1,-50.7,347.6,398.5,-50.9,-999,5
NH10,44.648,-124.298,10/19/2014,3:17,358.6,2,3.45,407.5,2,3.12,1010.8,16.6,100.24,15.747,32.325,359.9,408.8,351.5,399.3,-47.8,352.7,400.7,-48,-999,5
NH10,44.648,-124.298,10/19/2014,6:17,404.1,2,3.37,401,2,3.07,1009.5,16.6,99.93,15.506,32.353,405.5,402.2,395.7,392.5,3.2,397.1,393.9,3.2,-999,5
NH10,44.648,-124.298,10/19/2014,9:17,403.8,2,3.49,402.1,2,3.16,1008.9,16.5,99.95,15.49,32.189,405.2,403.4,395.2,393.3,1.8,396.6,394.7,1.9,-999,5
NH10,44.648,-124.298,10/19/2014,12:17,400.4,2,3.43,401.4,2,3.08,1007.4,16.5,99.92,15.396,32.138,401.8,402.6,391.2,392.1,-0.9,392.7,393.5,-0.9,-999,5
NH10,44.648,-124.298,10/19/2014,15:17,399.4,2,3.43,401.5,2,3.05,1007,16.4,99.88,15.408,32.13,400.8,402.7,390.1,392,-1.9,391.5,393.4,-1.9,-999,5
NH10,44.648,-124.298,10/19/2014,18:17,403.5,2,3.59,402,2,3.19,1007.4,16.5,99.89,15.452,32.165,404.9,403.3,394.3,392.7,1.6,395.7,394.1,1.6,-999,5
NH10,44.648,-124.298,10/19/2014,21:17,400.5,2,3.48,401.5,2,3.06,1006.8,16.5,99.91,15.459,32.178,401.9,402.7,391.1,391.9,-0.7,392.5,393.3,-0.8,-999,5
NH10,44.648,-124.298,10/20/2014,0:17,393.6,2,3.35,400.9,2,2.95,1007.1,16.5,99.97,15.549,32.198,394.9,402.1,384.4,391.4,-7,385.8,392.8,-7,-999,5
NH10,44.648,-124.298,10/20/2014,3:17,395.5,2,3.35,400.9,2,2.95,1006,16.6,99.83,15.56,32.182,396.8,402.1,385.8,390.9,-5.1,387.2,392.3,-5.1,-999,5
NH10,44.648,-124.298,10/20/2014,6:17,392.2,2,3.12,400.7,2,2.76,1006.6,16.5,99.9,15.575,32.179,393.5,401.8,382.8,390.9,-8.1,384.1,392.3,-8.2,-999,5
NH10,44.648,-124.298,10/20/2014,9:17,391.9,2,3.19,400.9,2,2.82,1006.9,16.4,99.86,15.558,32.179,393.2,402,382.6,391.2,-8.6,384,392.6,-8.6,-999,5
NH10,44.648,-124.298,10/20/2014,12:17,402.1,2,3.4,403.1,2,3.03,1006.5,16.4,99.94,15.506,32.153,403.5,404.4,392.5,393.4,-0.9,393.9,394.8,-0.9,-999,5
NH10,44.648,-124.298,10/20/2014,15:17,399.6,2,3.36,401.8,2,2.99,1006.8,16.4,99.92,15.527,32.156,400.9,403,390.2,392.1,-2,391.5,393.5,-2,-999,5
NH10,44.648,-124.298,10/20/2014,18:17,396.3,2,3.01,400.4,2,2.65,1008.4,16.5,99.81,15.206,32.133,397.5,401.5,387.5,391.4,-3.9,388.9,392.8,-3.9,-999,5
NH10,44.648,-124.298,10/20/2014,21:17,391.2,2,3.4,401.2,2,3.02,1008.7,16.2,99.94,15.066,32.171,392.6,402.4,382.9,392.5,-9.6,384.3,393.9,-9.6,-999,5
NH10,44.648,-124.298,10/21/2014,0:17,394.7,2,3.37,401.3,2,2.96,1009.1,16.1,99.91,15.183,32.164,396,402.5,386.4,392.7,-6.3,387.8,394.1,-6.3,-999,5
NH10,44.648,-124.298,10/21/2014,3:17,397.8,2,3.3,401,2,2.97,1009.6,16.1,99.94,15.23,32.159,399.1,402.2,389.6,392.6,-3,391,394,-3,-999,5
NH10,44.648,-124.298,10/21/2014,6:17,398.6,2,3.23,401,2,2.88,1011,16.1,99.87,15.262,32.155,399.9,402.2,390.9,393.1,-2.2,392.3,394.6,-2.3,-999,5
NH10,44.648,-124.298,10/21/2014,9:17,393.5,2,3.12,401,2,2.73,1011.8,16.2,99.85,15.266,32.159,394.7,402.1,386.1,393.4,-7.3,387.5,394.8,-7.3,-999,5
NH10,44.648,-124.298,10/21/2014,12:17,389.2,2,3.21,400.3,2,2.8,1013.3,16.2,99.8,15.261,32.175,390.5,401.5,382.5,393.3,-10.8,383.9,394.7,-10.8,-999,5
NH10,44.648,-124.298,10/21/2014,15:17,390.9,2,3.14,402.3,2,2.76,1013.9,16.2,99.89,15.259,32.18,392.1,403.4,384.4,395.4,-11,385.8,396.9,-11.1,-999,5
NH10,44.648,-124.298,10/21/2014,18:17,398.3,2,3.33,404.1,2,2.91,1014.6,16.2,99.78,15.372,32.215,399.6,405.3,392,397.5,-5.6,393.4,399,-5.6,-999,5
NH10,44.648,-124.298,10/21/2014,21:17,390.1,2,3.18,403,2,2.79,1014.5,16.3,99.9,15.184,32.243,391.3,404.1,383.9,396.4,-12.6,385.3,397.9,-12.6,-999,5
NH10,44.648,-124.298,10/22/2014,0:17,383.7,2,3.17,401.3,2,2.78,1012.4,16.2,99.86,15.32,32.205,384.9,402.4,376.8,393.8,-17.1,378.1,395.3,-17.1,-999,5
NH10,44.648,-124.298,10/22/2014,3:17,385.1,2,3.13,400.2,2,2.74,1008.8,16.2,99.72,14.989,32.317,386.3,401.3,376.9,391.5,-14.6,378.2,392.9,-14.7,-999,5
NH10,44.648,-124.298,10/22/2014,6:17,387.5,2,3.07,403.2,2,2.68,1009.5,16,100.01,14.947,32.331,388.6,404.2,379.4,394.7,-15.2,380.8,396.1,-15.3,-999,5
NH10,44.648,-124.298,10/22/2014,9:17,395,2,3.21,401.3,3,2.78,1007.8,16,100.29,15.316,32.274,396.3,402.5,386.1,392.1,-6,387.5,393.5,-6,-999,5
NH10,44.648,-124.298,10/22/2014,12:17,392,2,3.33,402.1,2,2.9,1007.6,16.4,99.85,15.492,32.248,393.3,403.2,383,392.7,-9.7,384.4,394.1,-9.7,-999,5
NH10,44.648,-124.298,10/22/2014,15:17,388.5,2,3.39,402.1,2,2.95,1007.5,16.5,99.85,15.579,32.206,389.8,403.3,379.5,392.7,-13.1,380.9,394.1,-13.2,-999,5
NH10,44.648,-124.298,10/22/2014,18:17,388.8,2,3.33,403.5,2,2.91,1006.2,16.6,99.81,15.607,32.134,390,404.7,379.3,393.5,-14.3,380.6,395,-14.3,-999,5
NH10,44.648,-124.298,10/22/2014,21:17,393.8,2,3.23,401.6,2,2.82,1005.8,16.6,99.82,15.655,32.06,395,402.7,384,391.4,-7.5,385.3,392.8,-7.5,-999,5
NH10,44.648,-124.298,10/23/2014,0:17,391.6,2,3.29,401.8,2,2.88,1005.5,16.6,99.79,15.676,32.07,392.9,402.9,381.7,391.5,-9.8,383.1,392.9,-9.8,-999,5
NH10,44.648,-124.298,10/23/2014,3:17,388.7,2,3.18,402.1,2,2.78,1007.1,16.7,99.85,15.78,32.061,390,403.2,379.5,392.4,-12.9,380.8,393.8,-12.9,-999,5
NH10,44.648,-124.298,10/23/2014,6:17,390.5,2,3.3,402.1,2,2.91,1007.5,16.7,99.8,15.882,32.063,391.8,403.3,381.4,392.6,-11.2,382.7,394,-11.2,-999,5
NH10,44.648,-124.298,10/23/2014,9:17,381.3,2,3.33,402.1,2,2.91,1007.3,16.7,99.77,15.852,32.068,382.6,403.3,372.4,392.5,-20.1,373.7,393.9,-20.2,-999,5
NH10,44.648,-124.298,10/23/2014,12:17,385.1,2,3.35,402.9,2,2.93,1007.1,16.6,99.8,15.655,32.063,386.4,404.1,376,393.3,-17.3,377.4,394.7,-17.3,-999,5
NH10,44.648,-124.298,10/23/2014,15:17,399.7,2,3.43,403.2,2,3.09,1009.8,16.4,99.91,15.484,32.086,401.1,404.5,391.5,394.8,-3.3,392.9,396.2,-3.3,-999,5
NH10,44.648,-124.298,10/23/2014,18:17,401.2,2,3.51,403.3,2,3.18,1011.5,16.3,99.91,15.449,32.116,402.7,404.6,393.7,395.6,-1.9,395.1,397,-1.9,-999,5
NH10,44.648,-124.298,10/23/2014,21:17,399.7,2,3.48,402.9,2,3.17,1013.1,16.3,99.92,15.409,32.126,401.1,404.1,392.8,395.8,-3,394.2,397.2,-3,-999,5
NH10,44.648,-124.298,10/24/2014,0:17,399.6,2,3.35,402.1,2,3.06,1013.8,16.3,99.94,15.347,32.138,401,403.3,393,395.3,-2.3,394.4,396.7,-2.3,-999,5
NH10,44.648,-124.298,10/24/2014,3:17,376.4,2,3.26,402.7,2,2.98,1014.1,16.1,99.96,15.298,32.154,377.6,403.9,370.2,396.1,-25.8,371.6,397.5,-25.9,-999,5
NH10,44.648,-124.298,10/24/2014,6:17,391.2,2,2.98,401.8,2,2.73,1015,16.1,99.91,15.162,32.157,392.4,402.9,385.1,395.5,-10.3,386.5,396.9,-10.4,-999,5
NH10,44.648,-124.298,10/24/2014,9:17,384.5,2,3.18,406.3,2,2.85,1015.4,16,99.84,15.052,32.167,385.7,407.5,378.7,400.1,-21.4,380.1,401.6,-21.5,-999,5
NH10,44.648,-124.298,10/24/2014,12:17,356.8,2,3.07,424,2,2.79,1014.4,15.8,99.82,14.971,32.17,357.9,425.2,351.2,417.2,-66,352.4,418.7,-66.3,-999,5
NH10,44.648,-124.298,10/24/2014,15:17,347.5,2,3,418.3,2,2.75,1013.7,15.6,99.85,14.893,32.218,348.5,419.5,341.7,411.3,-69.5,343,412.7,-69.8,-999,5
NH10,44.648,-124.298,10/24/2014,18:17,361.5,2,3.21,413.1,2,2.92,1012.2,15.5,99.95,14.917,32.205,362.6,414.3,355,405.6,-50.6,356.3,407.1,-50.8,-999,5
NH10,44.648,-124.298,10/24/2014,21:17,346.6,2,2.86,409.2,2,2.63,1009.8,15.4,99.94,14.929,32.174,347.5,410.3,339.4,400.7,-61.3,340.6,402.2,-61.5,-999,5
