Mooring Name,Latitude,Longitude,Date,Time,xCO2  SW (wet) (umol/mol),CO2 SW QF,H2O SW (mmol/mol),xCO2  Air (wet) (umol/mol),CO2 Air QF,H2O Air (mmol/mol),Licor Atm Pressure  (hPa),Licor Temp (C),MAPCO2 %O2,SST (C),Salinity,xCO2  SW (dry) (umol/mol),xCO2  Air (dry) (umol/mol),fCO2  SW (sat) uatm,fCO2  Air (sat) uatm,dfCO2,pCO2 SW (sat) uatm,pCO2 Air (sat) uatm,dpCO2,     pH_SW (Total Scale),QF_pH
NH10,44.648,-124.298,11/21/2014,21:17,399.5,2,2.95,407.9,2,2.53,999.6,14.8,100.24,13.668,32.357,400.7,408.9,387.8,395.8,-8,389.2,397.2,-8,-999,5
NH10,44.648,-124.298,11/22/2014,0:17,401.3,2,2.95,407.1,2,2.57,998.6,14.7,99.72,13.559,32.391,402.5,408.1,389.2,394.7,-5.5,390.6,396.1,-5.5,-999,5
NH10,44.648,-124.298,11/22/2014,3:17,401.1,2,2.8,405.2,2,2.45,1001.1,14.6,99.76,13.555,32.395,402.2,406.2,389.9,393.8,-3.9,391.3,395.2,-3.9,-999,5
NH10,44.648,-124.298,11/22/2014,6:17,388.9,2,2.75,406,2,2.41,1004.4,14.5,99.73,13.483,32.394,389.9,406.9,379.3,395.8,-16.5,380.7,397.3,-16.6,-999,5
NH10,44.648,-124.298,11/22/2014,9:17,356.9,2,2.65,406.2,2,2.34,1006.5,14.3,99.61,13.506,32.411,357.9,407.1,348.8,396.8,-48,350.1,398.3,-48.2,-999,5
NH10,44.648,-124.298,11/22/2014,12:17,358.6,2,2.7,406.5,2,2.38,1008,14.2,99.82,13.401,32.387,359.6,407.4,351.1,397.8,-46.7,352.4,399.3,-46.9,-999,5
NH10,44.648,-124.298,11/22/2014,15:17,395.8,2,2.8,406.7,2,2.5,1010,14.1,99.84,13.311,32.368,396.9,407.7,388.3,398.9,-10.6,389.7,400.4,-10.7,-999,5
NH10,44.648,-124.298,11/22/2014,18:17,394.7,2,2.8,406.2,2,2.48,1013.3,14,99.84,13.527,32.421,395.8,407.2,388.5,399.7,-11.2,389.9,401.2,-11.2,-999,5
NH10,44.648,-124.298,11/22/2014,21:17,391.6,2,2.84,406.6,2,2.51,1016.9,14.4,99.88,13.527,32.447,392.7,407.6,386.8,401.5,-14.6,388.3,402.9,-14.7,-999,5
NH10,44.648,-124.298,11/23/2014,0:17,395.6,2,2.59,406,2,2.34,1020.1,14.3,99.85,13.592,32.455,396.6,406.9,391.9,402,-10.2,393.3,403.5,-10.2,-999,5
NH10,44.648,-124.298,11/23/2014,3:17,389.5,2,2.76,406.8,2,2.49,1022.3,14.1,99.45,13.527,32.445,390.6,407.8,386.7,403.8,-17.1,388.2,405.3,-17.1,-999,5
NH10,44.648,-124.298,11/23/2014,6:17,406.6,2,2.61,406.2,2,2.37,1023.9,14.1,99.65,13.337,32.405,407.7,407.1,404.4,403.9,0.5,405.9,405.4,0.5,-999,5
NH10,44.648,-124.298,11/23/2014,9:17,385.7,2,2.51,406,2,2.19,1025.5,14.2,99.71,13.56,32.469,386.6,406.9,384.1,404.2,-20.1,385.5,405.7,-20.2,-999,5
NH10,44.648,-124.298,11/23/2014,12:17,380.5,2,2.59,406,2,2.29,1025.8,14.4,99.67,13.607,32.466,381.5,407,379.1,404.4,-25.3,380.5,405.9,-25.4,-999,5
NH10,44.648,-124.298,11/23/2014,15:17,379.4,2,2.57,406.1,2,2.25,1026.6,14.5,99.77,13.615,32.461,380.4,407,378.2,404.7,-26.5,379.6,406.2,-26.6,-999,5
NH10,44.648,-124.298,11/23/2014,18:17,382.3,2,2.8,406.5,2,2.44,1026.4,14.5,99.76,13.381,32.468,383.3,407.5,381.2,405.2,-24,382.6,406.7,-24.1,-999,5
NH10,44.648,-124.298,11/23/2014,21:17,399.4,2,2.93,406.6,2,2.63,1026,14.5,99.9,13.404,32.433,400.6,407.7,398.2,405.3,-7.1,399.7,406.8,-7.1,-999,5
NH10,44.648,-124.298,11/24/2014,0:17,397.3,2,2.8,406.3,2,2.52,1026.4,14.4,99.89,13.406,32.424,398.4,407.3,396.2,405,-8.8,397.7,406.6,-8.9,-999,5
NH10,44.648,-124.298,11/24/2014,3:17,394.8,2,2.79,406.3,2,2.52,1027,14.4,99.91,13.451,32.403,395.9,407.3,393.9,405.3,-11.4,395.3,406.8,-11.4,-999,5
NH10,44.648,-124.298,11/24/2014,6:17,395.3,2,2.74,406.1,2,2.44,1026.9,14.5,99.8,13.583,32.403,396.4,407,394.3,404.9,-10.6,395.8,406.4,-10.7,-999,5
NH10,44.648,-124.298,11/24/2014,9:17,389.9,2,2.64,407.8,2,2.34,1027.6,14.5,99.76,13.605,32.386,390.9,408.7,389.1,406.8,-17.7,390.5,408.3,-17.8,-999,5
NH10,44.648,-124.298,11/24/2014,12:17,374.9,2,2.62,412.5,2,2.36,1027,14.5,99.46,13.626,32.377,375.9,413.4,373.9,411.3,-37.4,375.3,412.8,-37.5,-999,5
NH10,44.648,-124.298,11/24/2014,15:17,375,2,2.47,419,2,2.23,1027.3,14.2,99.2,13.613,32.379,375.9,419.9,374,417.8,-43.8,375.4,419.4,-44,-999,5
NH10,44.648,-124.298,11/24/2014,18:17,393,2,2.68,410.2,2,2.41,1027.6,14.2,99.82,13.631,32.37,394.1,411.2,392.3,409.3,-17,393.7,410.8,-17.1,-999,5
NH10,44.648,-124.298,11/24/2014,21:17,390.7,2,2.67,410,2,2.38,1026.3,14.4,99.85,13.644,32.371,391.8,411,389.5,408.5,-19.1,390.9,410.1,-19.1,-999,5
NH10,44.648,-124.298,11/25/2014,0:17,386,2,2.6,410.7,2,2.29,1025,14.5,99.86,13.79,32.391,387,411.7,384.2,408.6,-24.5,385.6,410.2,-24.6,-999,5
NH10,44.648,-124.298,11/25/2014,3:17,386.6,2,2.78,406.8,2,2.44,1025.5,14.8,99.81,13.836,32.407,387.6,407.8,384.9,404.9,-20,386.4,406.4,-20.1,-999,5
NH10,44.648,-124.298,11/25/2014,6:17,369.2,2,2.85,403.4,2,2.49,1026.4,14.9,99.81,13.826,32.413,370.3,404.4,368,401.9,-33.9,369.4,403.4,-34,-999,5
NH10,44.648,-124.298,11/25/2014,9:17,385.5,2,2.82,403.4,2,2.47,1026.9,14.9,99.78,13.877,32.419,386.6,404.4,384.4,402.1,-17.7,385.9,403.6,-17.7,-999,5
NH10,44.648,-124.298,11/25/2014,12:17,368.2,2,2.79,403.2,2,2.45,1027.6,15,99.76,13.911,32.418,369.2,404.2,367.4,402.2,-34.7,368.8,403.7,-34.9,-999,5
NH10,44.648,-124.298,11/25/2014,15:17,377.1,2,2.8,403.3,2,2.45,1028.1,15,99.78,13.941,32.418,378.1,404.3,376.4,402.5,-26,377.8,404,-26.1,-999,5
NH10,44.648,-124.298,11/25/2014,18:17,367.8,2,2.78,404.2,2,2.41,1029,15,99.69,13.924,32.418,368.9,405.2,367.5,403.7,-36.2,368.9,405.2,-36.3,-999,5
NH10,44.648,-124.298,11/25/2014,21:17,357.2,2,2.85,403.1,2,2.49,1027.8,15,99.69,13.932,32.418,358.2,404.1,356.5,402.1,-45.6,357.8,403.6,-45.8,-999,5
NH10,44.648,-124.298,11/26/2014,0:17,398,2,2.92,403.4,2,2.6,1027.6,15,99.86,13.948,32.424,399.2,404.5,397.2,402.4,-5.2,398.7,403.9,-5.3,-999,5
NH10,44.648,-124.298,11/26/2014,3:17,393.4,2,2.9,403.4,2,2.6,1026.7,15,99.89,13.953,32.432,394.5,404.5,392.2,402.1,-9.9,393.7,403.6,-10,-999,5
NH10,44.648,-124.298,11/26/2014,6:17,373,2,2.7,403.1,2,2.36,1026.4,15,99.83,13.936,32.435,374,404.1,371.7,401.6,-29.9,373.1,403.1,-30,-999,5
NH10,44.648,-124.298,11/26/2014,9:17,384.4,2,2.75,403.3,2,2.45,1025.7,14.9,99.83,13.897,32.446,385.5,404.2,382.8,401.5,-18.7,384.3,403,-18.7,-999,5
NH10,44.648,-124.298,11/26/2014,12:17,386.3,2,2.69,406.4,2,2.42,1023.5,14.8,99.68,13.977,32.398,387.4,407.3,383.9,403.7,-19.8,385.3,405.2,-19.9,-999,5
NH10,44.648,-124.298,11/26/2014,15:17,383.6,2,2.62,415.6,2,2.35,1022,14.7,99.48,13.951,32.4,384.6,416.6,380.6,412.2,-31.6,382,413.8,-31.7,-999,5
NH10,44.648,-124.298,11/26/2014,18:17,367.5,2,2.88,420.6,2,2.53,1021.1,14.7,99.49,13.952,32.405,368.6,421.6,364.4,416.9,-52.5,365.7,418.4,-52.7,-999,5
NH10,44.648,-124.298,11/26/2014,21:17,397,2,3.05,415.5,2,2.7,1018.7,14.9,99.84,13.917,32.425,398.2,416.6,392.7,410.9,-18.2,394.2,412.5,-18.3,-999,5
NH10,44.648,-124.298,11/27/2014,0:17,398.7,2,2.99,411.6,2,2.67,1016.2,14.9,99.89,13.898,32.413,399.9,412.7,393.5,406,-12.5,395,407.5,-12.6,-999,5
NH10,44.648,-124.298,11/27/2014,3:17,402.2,2,3.03,413.8,2,2.68,1015.8,14.9,99.8,13.88,32.407,403.4,414.9,396.7,408,-11.3,398.2,409.5,-11.3,-999,5
NH10,44.648,-124.298,11/27/2014,6:17,396.8,2,2.96,418.1,2,2.58,1015.5,14.9,99.83,13.865,32.387,398,419.2,391.3,412.1,-20.8,392.7,413.7,-20.9,-999,5
NH10,44.648,-124.298,11/27/2014,9:17,404.1,2,2.84,417.8,2,2.49,1014.7,14.9,99.78,13.848,32.412,405.2,418.8,398.2,411.5,-13.3,399.6,413,-13.4,-999,5
NH10,44.648,-124.298,11/27/2014,12:17,402.1,2,2.86,414.9,2,2.5,1014.7,14.7,99.86,13.752,32.363,403.3,415.9,396.3,408.7,-12.4,397.7,410.2,-12.5,-999,5
NH10,44.648,-124.298,11/27/2014,15:17,396.5,2,2.77,407.7,2,2.43,1013,14.9,99.77,13.875,32.377,397.6,408.7,389.9,400.9,-10.9,391.4,402.3,-11,-999,5
NH10,44.648,-124.298,11/27/2014,18:17,401.2,2,2.76,408.2,2,2.44,1013.9,14.9,99.74,13.9,32.395,402.3,409.2,395,401.7,-6.7,396.4,403.2,-6.8,-999,5
NH10,44.648,-124.298,11/27/2014,21:17,396,2,2.73,409,2,2.4,1013.2,14.9,99.84,13.855,32.333,397.1,410,389.5,402.2,-12.7,391,403.7,-12.7,-999,5
NH10,44.648,-124.298,11/28/2014,0:17,394.9,2,2.76,408.3,2,2.42,1012.3,14.9,99.82,13.855,32.283,396,409.3,388.1,401.2,-13.1,389.5,402.7,-13.2,-999,5
NH10,44.648,-124.298,11/28/2014,3:17,396.2,2,2.78,408.6,2,2.45,1011.4,14.8,99.8,13.819,32.273,397.3,409.6,389.1,401.1,-12.1,390.5,402.6,-12.1,-999,5
NH10,44.648,-124.298,11/28/2014,6:17,393.9,2,2.75,408.6,2,2.42,1010,14.8,99.82,13.81,32.282,395,409.6,386.3,400.6,-14.2,387.7,402,-14.3,-999,5
NH10,44.648,-124.298,11/28/2014,9:17,399.2,2,2.92,407.6,2,2.57,1007.9,14.9,99.8,14.076,32.316,400.4,408.6,390.6,398.7,-8.1,392,400.1,-8.1,-999,5
NH10,44.648,-124.298,11/28/2014,12:17,400.6,2,2.96,407.2,2,2.58,1006,15.1,99.95,14.061,32.314,401.8,408.3,391.2,397.6,-6.4,392.7,399.1,-6.4,-999,5
NH10,44.648,-124.298,11/28/2014,15:17,399.1,2,2.96,407.8,2,2.6,1003.6,15.1,99.88,14.096,32.281,400.3,408.9,388.8,397.2,-8.3,390.3,398.6,-8.3,-999,5
NH10,44.648,-124.298,11/28/2014,18:17,397.1,2,2.97,408.4,2,2.6,1002.7,15.1,99.67,14.023,32.326,398.3,409.4,386.6,397.4,-10.8,388,398.8,-10.8,-999,5
NH10,44.648,-124.298,11/28/2014,21:17,398.8,2,3.02,405.7,2,2.63,1001,15.1,99.99,13.971,32.363,400,406.8,387.6,394.2,-6.6,389,395.6,-6.6,-999,5
NH10,44.648,-124.298,11/29/2014,0:17,393.9,2,2.58,406.6,2,2.27,1001.3,15,99.8,13.896,32.344,394.9,407.6,382.8,395.1,-12.3,384.2,396.5,-12.3,-999,5
NH10,44.648,-124.298,11/29/2014,3:17,362.4,2,2.33,407,2,2.06,1003.3,14.5,99.79,13.874,32.366,363.2,407.9,352.8,396.2,-43.3,354.1,397.6,-43.5,-999,5
NH10,44.648,-124.298,11/29/2014,6:17,395.7,2,2.48,408.1,2,2.25,1004.6,14.2,99.92,14.042,32.286,396.7,409,385.7,397.7,-12,387.1,399.2,-12,-999,5
NH10,44.648,-124.298,11/29/2014,9:17,404.2,2,2.51,407.5,2,2.29,1005.2,14.1,99.86,14.044,32.274,405.2,408.4,394.3,397.4,-3.1,395.7,398.9,-3.1,-999,5
NH10,44.648,-124.298,11/29/2014,12:17,386,2,2.27,407.4,2,2.02,1006.1,14.1,99.87,13.978,32.273,386.8,408.2,376.8,397.6,-20.8,378.1,399,-20.9,-999,5
NH10,44.648,-124.298,11/29/2014,15:17,390.7,2,2.02,406.3,2,1.83,1008.3,14.3,99.87,13.861,32.299,391.4,407.1,382.1,397.4,-15.2,383.5,398.8,-15.3,-999,5
NH10,44.648,-124.298,11/29/2014,18:17,372.8,2,1.87,406.4,2,1.68,1011.3,14.2,99.79,13.852,32.299,373.5,407.1,365.7,398.6,-32.9,367,400.1,-33.1,-999,5
NH10,44.648,-124.298,11/29/2014,21:17,398.5,2,2.38,408.2,2,2.16,1012.6,14,99.91,13.878,32.294,399.4,409.1,391.6,401.1,-9.5,393,402.5,-9.5,-999,5
NH10,44.648,-124.298,11/30/2014,0:17,376.4,2,2.36,408.6,2,2.16,1014.3,13.9,99.71,13.89,32.3,377.3,409.5,370.5,402.1,-31.6,371.9,403.6,-31.7,-999,5
NH10,44.648,-124.298,11/30/2014,3:17,376.7,2,2.16,408.6,2,1.99,1015.8,13.6,99.72,13.787,32.311,377.5,409.4,371.3,402.7,-31.3,372.7,404.1,-31.5,-999,5
NH10,44.648,-124.298,11/30/2014,6:17,388.3,2,1.85,410.4,2,1.73,1017.2,13.4,99.88,13.843,32.29,389.1,411.2,383.2,404.9,-21.8,384.6,406.4,-21.8,-999,5
NH10,44.648,-124.298,11/30/2014,9:17,391.3,2,1.72,411.4,2,1.61,1017.2,13.3,99.91,13.845,32.288,391.9,412.1,386,405.9,-19.8,387.5,407.4,-19.9,-999,5
NH10,44.648,-124.298,11/30/2014,12:17,372.4,2,1.66,411.9,2,1.56,1016.2,13,99.69,13.87,32.285,373,412.6,367,406,-38.9,368.4,407.5,-39.1,-999,5
NH10,44.648,-124.298,11/30/2014,15:17,374.6,2,1.56,413.4,2,1.48,1015.8,12.4,99.58,13.843,32.29,375.1,414.1,369,407.3,-38.3,370.3,408.8,-38.4,-999,5
NH10,44.648,-124.298,11/30/2014,18:17,371.7,2,1.79,411.9,2,1.69,1016,12.4,99.47,13.799,32.29,372.4,412.6,366.4,406,-39.6,367.7,407.5,-39.7,-999,5
NH10,44.648,-124.298,11/30/2014,21:17,373.1,2,2.07,410.9,2,1.92,1014.3,12.2,99.45,13.804,32.297,373.9,411.7,367.2,404.3,-37.1,368.6,405.8,-37.2,-999,5
NH10,44.648,-124.298,12/1/2014,0:17,372.9,2,2.08,408.4,2,1.93,1013.7,13.2,99.7,13.76,32.323,373.7,409.2,366.8,401.6,-34.8,368.2,403.1,-34.9,-999,5
NH10,44.648,-124.298,12/1/2014,3:17,394.6,2,1.99,412.8,2,1.86,1014.7,13.2,99.89,13.729,32.337,395.4,413.6,388.5,406.4,-17.9,389.9,407.9,-18,-999,5
NH10,44.648,-124.298,12/1/2014,6:17,376,2,2.04,414.4,2,1.91,1015.7,13.3,99.77,13.692,32.327,376.8,415.2,370.6,408.3,-37.7,372,409.9,-37.9,-999,5
NH10,44.648,-124.298,12/1/2014,9:17,372.3,2,2.11,414,2,1.97,1015.8,13.2,99.65,13.65,32.327,373.1,414.8,367.1,408.1,-41,368.4,409.6,-41.2,-999,5
NH10,44.648,-124.298,12/1/2014,12:17,374.1,2,2.13,415.1,2,1.98,1016.1,13.1,99.47,13.481,32.344,374.9,415.9,368.9,409.3,-40.4,370.3,410.8,-40.5,-999,5
NH10,44.648,-124.298,12/1/2014,15:17,370.4,2,2.1,416.9,2,1.95,1017,12.9,99.34,13.055,32.088,371.2,417.7,365.8,411.7,-45.9,367.2,413.2,-46,-999,5
NH10,44.648,-124.298,12/1/2014,18:17,373.5,2,2.08,416.5,2,1.93,1019.3,12.8,99.21,13.251,32.049,374.3,417.3,369.6,412.1,-42.5,371,413.7,-42.7,-999,5
NH10,44.648,-124.298,12/1/2014,21:17,376.1,2,2.34,413.3,2,2.16,1018.5,13,99.15,13.292,32.053,377,414.2,372,408.7,-36.7,373.4,410.2,-36.9,-999,5
NH10,44.648,-124.298,12/2/2014,0:17,366.9,2,2.4,411.8,2,2.2,1018.5,13.1,99.19,12.878,31.876,367.8,412.7,363,407.4,-44.3,364.4,408.9,-44.5,-999,5
NH10,44.648,-124.298,12/2/2014,3:17,368.8,2,2.07,416.4,2,1.91,1018.7,12.9,99.13,13.117,31.945,369.5,417.2,364.7,411.8,-47,366.1,413.3,-47.2,-999,5
NH10,44.648,-124.298,12/2/2014,6:17,373,2,2.09,415.2,2,1.92,1018.5,13,99.16,13.247,32.017,373.8,416,368.8,410.5,-41.7,370.2,412.1,-41.9,-999,5
NH10,44.648,-124.298,12/2/2014,9:17,388.7,2,2.21,413.1,2,2.03,1018.1,13.2,99.51,13.532,32.163,389.6,414,384.2,408.2,-24,385.6,409.7,-24.1,-999,5
NH10,44.648,-124.298,12/2/2014,12:17,370.5,2,2.25,413.5,2,2.06,1016.6,13.5,99.57,13.104,32.05,371.3,414.3,365.7,408.1,-42.4,367.1,409.6,-42.6,-999,5
NH10,44.648,-124.298,12/2/2014,15:17,367.4,2,2.22,412,2,2.01,1015.4,13.2,99.45,13.291,32.246,368.3,412.9,362.2,406.1,-43.9,363.6,407.6,-44,-999,5
NH10,44.648,-124.298,12/2/2014,18:17,370.1,2,2.38,413.4,2,2.15,1013.4,13.3,99.45,13.399,32.293,371,414.3,364.2,406.7,-42.6,365.5,408.2,-42.7,-999,5
NH10,44.648,-124.298,12/2/2014,21:17,370.4,2,2.58,407.9,2,2.31,1009.9,13.5,99.48,13.27,32.192,371.3,408.8,363.3,399.9,-36.7,364.6,401.4,-36.8,-999,5
NH10,44.648,-124.298,12/3/2014,0:17,362.9,2,2.41,410.7,2,2.17,1008.4,13.3,99.56,13.199,32.151,363.8,411.6,355.4,402.1,-46.7,356.7,403.6,-46.9,-999,5
NH10,44.648,-124.298,12/3/2014,3:17,395.2,2,2.29,413.3,2,2.06,1007,13.3,99.9,13.241,32.132,396.1,414.1,386.4,403.9,-17.5,387.8,405.4,-17.6,-999,5
NH10,44.648,-124.298,12/3/2014,6:17,384.9,2,2.19,415.9,2,1.95,1006.3,13.3,99.83,13.08,32.042,385.7,416.7,376.1,406.3,-30.2,377.5,407.8,-30.3,-999,5
NH10,44.648,-124.298,12/3/2014,9:17,372,2,2.2,415.1,2,1.95,1005.9,13.2,99.72,13.034,32.078,372.8,415.9,363.3,405.3,-42,364.6,406.8,-42.1,-999,5
NH10,44.648,-124.298,12/3/2014,12:17,373.1,2,2.22,415.9,2,1.97,1005.5,12.9,99.61,13.045,32.112,374,416.7,364.3,406,-41.6,365.7,407.5,-41.8,-999,5
NH10,44.648,-124.298,12/3/2014,15:17,394.2,2,2.33,414.4,2,2.06,1005.1,13.1,99.83,13.186,32.246,395.1,415.2,384.7,404.3,-19.6,386.1,405.8,-19.7,-999,5
NH10,44.648,-124.298,12/3/2014,18:17,401.3,2,2.35,414.9,2,2.07,1005.5,13.5,99.77,13.454,32.418,402.2,415.8,391.7,404.9,-13.2,393.1,406.4,-13.3,-999,5
NH10,44.648,-124.298,12/3/2014,21:17,382.5,2,2.69,410.2,2,2.36,1004.2,13.6,99.65,13.536,32.461,383.5,411.2,372.9,399.9,-26.9,374.3,401.3,-27,-999,5
NH10,44.648,-124.298,12/4/2014,0:17,383.4,2,2.52,411.7,2,2.22,1004.2,13.8,99.57,13.496,32.463,384.4,412.6,373.8,401.2,-27.4,375.2,402.7,-27.5,-999,5
NH10,44.648,-124.298,12/4/2014,3:17,360.3,2,2.47,417.4,2,2.16,1004.7,13.7,99.58,13.424,32.427,361.2,418.3,351.5,407.1,-55.6,352.8,408.6,-55.8,-999,5
NH10,44.648,-124.298,12/4/2014,6:17,374.5,2,2.2,418.7,2,1.93,1005.7,13.5,99.42,13.537,32.449,375.3,419.5,365.6,408.6,-43,366.9,410.1,-43.2,-999,5
NH10,44.648,-124.298,12/4/2014,9:17,363.5,2,2.25,417.8,2,1.98,1005.8,13.6,99.6,13.486,32.46,364.3,418.6,354.9,407.8,-52.9,356.2,409.3,-53.1,-999,5
NH10,44.648,-124.298,12/4/2014,12:17,380.2,2,2.83,409.4,2,2.48,1006.4,14,99.7,13.498,32.458,381.3,410.4,371.6,400,-28.4,373,401.5,-28.5,-999,5
NH10,44.648,-124.298,12/4/2014,15:17,387.8,2,2.84,409.2,2,2.47,1006.6,14.4,99.79,13.495,32.387,388.9,410.2,379.1,399.9,-20.7,380.5,401.3,-20.8,-999,5
NH10,44.648,-124.298,12/4/2014,18:17,385.8,2,2.8,411.3,2,2.44,1007.2,14.4,99.74,13.558,32.396,386.9,412.3,377.3,402.1,-24.8,378.7,403.6,-24.9,-999,5
NH10,44.648,-124.298,12/4/2014,21:17,367.4,2,3.04,409.4,2,2.67,1008.5,14.6,99.83,13.592,32.424,368.5,410.5,360,400.9,-41,361.3,402.4,-41.1,-999,5
NH10,44.648,-124.298,12/5/2014,0:17,372,2,2.81,408.4,2,2.53,1009.9,14.5,99.86,13.558,32.421,373,409.5,364.8,400.5,-35.6,366.2,401.9,-35.8,-999,5
NH10,44.648,-124.298,12/5/2014,3:17,379,2,2.86,409.3,2,2.56,1010.8,14.5,99.84,13.521,32.413,380,410.4,372.1,401.8,-29.7,373.4,403.3,-29.8,-999,5
NH10,44.648,-124.298,12/5/2014,6:17,388.9,2,2.76,409.2,2,2.41,1011.2,14.5,99.81,13.495,32.412,390,410.2,381.9,401.8,-19.8,383.4,403.2,-19.9,-999,5
NH10,44.648,-124.298,12/5/2014,9:17,375.7,2,2.81,410.5,2,2.43,1011.3,14.6,99.74,13.546,32.422,376.7,411.5,369,403.1,-34.1,370.3,404.5,-34.2,-999,5
NH10,44.648,-124.298,12/5/2014,12:17,389.3,2,2.89,409,2,2.54,1011.5,14.5,99.84,13.565,32.362,390.5,410.1,382.5,401.7,-19.2,383.9,403.2,-19.3,-999,5
NH10,44.648,-124.298,12/5/2014,15:17,380,2,2.74,415.2,2,2.38,1011.3,14.5,99.81,13.473,32.338,381,416.2,373.2,407.7,-34.5,374.5,409.2,-34.6,-999,5
NH10,44.648,-124.298,12/5/2014,18:17,373.6,2,2.9,422.8,2,2.55,1010.8,14.4,99.66,13.486,32.236,374.7,423.9,366.8,415,-48.2,368.2,416.5,-48.3,-999,5
NH10,44.648,-124.298,12/5/2014,21:17,411.3,2,3.11,413,2,2.81,1009.5,14.5,99.93,-999,-999,412.6,414.2,-999,-999,-999,-999,-999,-999,-999,5
